restaurant_name,address,neighborhood,private_dining_page_url,space_name,space_type,capacity_seated,capacity_standing,min_guests,amenities,pricing,event_contact_name,event_contact_email,event_contact_phone,menu_pdf_urls,source_urls,last_verified,notes
Pappas Bros. Steakhouse,"5839 Westheimer Rd, Houston, TX 77057",Galleria / Uptown,https://www.opentable.ie/private-dining/profile/pappas-bros-steakhouse-galleria,Five private dining rooms (incl. Wine Room and larger dining lounge),private,65,,8,Complimentary audio visual equipment may be provided for business meetings | Customized menus | Place cards | Bar and beverage service | Table/linen/flower selection assistance | Private luncheons available,,Michelle Rosales,,(713) 780-7352,,https://www.opentable.ie/private-dining/profile/pappas-bros-steakhouse-galleria,2026-09-12,"No official Pappas Bros. private-dining page found; OpenTable private-dining profile used. Individual room names and per-room capacities not published; restaurant states five private rooms seating 8 to 65 overall, up to 65 people. Room fees, F&B minimums, and pricing not published. Michelle Rosales is the Events Coordinator per OpenTable."
Del Frisco's Double Eagle Steakhouse,"5061 Westheimer Rd #8060, Houston, TX 77056",Galleria / Uptown,https://www.delfriscos.com/private-events-houston-tx/,The Wine Cellars,private,120,150,,"Glassed-in wine cellar | Each of the three cellars seats 40 individually | 60"" flat screen TV | HDMI & VGA hookup",,Alihya Young,,,,https://www.delfriscos.com/private-events-houston-tx/ | https://thevendry.com/venue/106782/del-friscos-double-eagle-steakhouse-houston-tx | https://www.opentable.co.th/private-dining/profile/del-friscos-double-eagle-steakhouse-houston,2026-09-12,Event contact Alihya Young per OpenTable private-dining page. Email and phone not published. Pricing/room fees not published.
Del Frisco's Double Eagle Steakhouse,"5061 Westheimer Rd #8060, Houston, TX 77056",Galleria / Uptown,https://www.delfriscos.com/private-events-houston-tx/,The Texans Room,private,16,16,,"60"" flat screen TV | HDMI & VGA hookup (capacity with A/V: 14)",,Alihya Young,,,,https://www.delfriscos.com/private-events-houston-tx/ | https://thevendry.com/venue/106782/del-friscos-double-eagle-steakhouse-houston-tx | https://www.opentable.co.th/private-dining/profile/del-friscos-double-eagle-steakhouse-houston,2026-09-12,Event contact Alihya Young per OpenTable private-dining page. Pricing/room fees not published.
Del Frisco's Double Eagle Steakhouse,"5061 Westheimer Rd #8060, Houston, TX 77056",Galleria / Uptown,https://www.delfriscos.com/private-events-houston-tx/,The Houston Room I,private,8,8,,No A/V,,Alihya Young,,,,https://www.delfriscos.com/private-events-houston-tx/ | https://thevendry.com/venue/106782/del-friscos-double-eagle-steakhouse-houston-tx | https://www.opentable.co.th/private-dining/profile/del-friscos-double-eagle-steakhouse-houston,2026-09-12,Event contact Alihya Young per OpenTable private-dining page. Pricing/room fees not published.
Del Frisco's Double Eagle Steakhouse,"5061 Westheimer Rd #8060, Houston, TX 77056",Galleria / Uptown,https://www.delfriscos.com/private-events-houston-tx/,The Houston Room II,private,8,8,,"60"" flat screen TV | HDMI & VGA hookup",,Alihya Young,,,,https://www.delfriscos.com/private-events-houston-tx/ | https://thevendry.com/venue/106782/del-friscos-double-eagle-steakhouse-houston-tx | https://www.opentable.co.th/private-dining/profile/del-friscos-double-eagle-steakhouse-houston,2026-09-12,Event contact Alihya Young per OpenTable private-dining page. Pricing/room fees not published.
Del Frisco's Double Eagle Steakhouse,"5061 Westheimer Rd #8060, Houston, TX 77056",Galleria / Uptown,https://www.delfriscos.com/private-events-houston-tx/,The Houston Room (Full),private,18,20,,"60"" flat screen TV | HDMI & VGA hookup (capacity with A/V: 18)",,Alihya Young,,,,https://www.delfriscos.com/private-events-houston-tx/ | https://thevendry.com/venue/106782/del-friscos-double-eagle-steakhouse-houston-tx | https://www.opentable.co.th/private-dining/profile/del-friscos-double-eagle-steakhouse-houston,2026-09-12,Event contact Alihya Young per OpenTable private-dining page. Pricing/room fees not published.
Del Frisco's Double Eagle Steakhouse,"5061 Westheimer Rd #8060, Houston, TX 77056",Galleria / Uptown,https://www.delfriscos.com/private-events-houston-tx/,Outdoor Balcony,patio,28,40,,Outdoor balcony,,Alihya Young,,,,https://www.delfriscos.com/private-events-houston-tx/ | https://thevendry.com/venue/106782/del-friscos-double-eagle-steakhouse-houston-tx | https://www.opentable.co.th/private-dining/profile/del-friscos-double-eagle-steakhouse-houston,2026-09-12,Event contact Alihya Young per OpenTable private-dining page. Pricing/room fees not published.
Del Frisco's Double Eagle Steakhouse,"5061 Westheimer Rd #8060, Houston, TX 77056",Galleria / Uptown,https://www.delfriscos.com/private-events-houston-tx/,The Mezzanine,private,45,60,,,,Alihya Young,,,,https://thevendry.com/venue/106782/del-friscos-double-eagle-steakhouse-houston-tx,2026-09-12,"Listed on The Vendry venue page (45 seated / 60 standing) but NOT on Del Frisco's official Houston private-events page; treat capacity as third-party, unconfirmed. Pricing/room fees not published."
Perry's Steakhouse & Grille,,Galleria,https://perryssteakhouse.com/plan-an-event/,,other,,,,,,,,,,,2026-09-12,"No Perry's Steakhouse & Grille location exists in the Galleria area per public listings. Houston-area locations: Champions (9730 Cypresswood Dr), Memorial City (9827 Katy Fwy), River Oaks (1997 West Gray St), and The Woodlands. Rows below cover the River Oaks location (nearest flagship-style location) as the closest substitute."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,Prime Room,private,40,40,,Audio/visual capabilities | Dedicated Sales Manager for menu selection and wine pairings | Bar 79 cocktail lounge | Outdoor patio | Full-facility buyout available for special events,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx/space/51630,2026-09-12,"Banquet/reception figures per Visit Houston's Perry's River Oaks meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Seated figures for Prime Room (40), Legacy Room (32), and combined rooms (112) corroborated on The Vendry. Minimum guests, pricing, and named contact not published for this location."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,Legacy Room,private,32,35,,Audio/visual capabilities | Dedicated Sales Manager for menu selection and wine pairings | Bar 79 cocktail lounge | Outdoor patio | Full-facility buyout available for special events,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx/space/51632,2026-09-12,"Banquet/reception figures per Visit Houston's Perry's River Oaks meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Seated figures for Prime Room (40), Legacy Room (32), and combined rooms (112) corroborated on The Vendry. Minimum guests, pricing, and named contact not published for this location."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,Signature Room,private,40,40,,Audio/visual capabilities | Dedicated Sales Manager for menu selection and wine pairings | Bar 79 cocktail lounge | Outdoor patio | Full-facility buyout available for special events,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx,2026-09-12,"Banquet/reception figures per Visit Houston's Perry's River Oaks meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Seated figures for Prime Room (40), Legacy Room (32), and combined rooms (112) corroborated on The Vendry. Minimum guests, pricing, and named contact not published for this location."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,Room 79,private,16,20,,Audio/visual capabilities | Dedicated Sales Manager for menu selection and wine pairings | Bar 79 cocktail lounge | Outdoor patio | Full-facility buyout available for special events,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx,2026-09-12,"Banquet/reception figures per Visit Houston's Perry's River Oaks meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Seated figures for Prime Room (40), Legacy Room (32), and combined rooms (112) corroborated on The Vendry. Minimum guests, pricing, and named contact not published for this location."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,Prime & Legacy Rooms (combined),private,72,75,,Audio/visual capabilities | Dedicated Sales Manager for menu selection and wine pairings | Bar 79 cocktail lounge | Outdoor patio | Full-facility buyout available for special events,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx,2026-09-12,"Combined adjoined room. Banquet/reception figures per Visit Houston's Perry's River Oaks meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Seated figures for Prime Room (40), Legacy Room (32), and combined rooms (112) corroborated on The Vendry. Minimum guests, pricing, and named contact not published for this location."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,"Prime, Legacy & Signature Rooms (combined)",private,112,125,,Audio/visual capabilities | Dedicated Sales Manager for menu selection and wine pairings | Bar 79 cocktail lounge | Outdoor patio | Full-facility buyout available for special events,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx/space/51636,2026-09-12,"Combined adjoined rooms. Banquet/reception figures per Visit Houston's Perry's River Oaks meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Seated figures for Prime Room (40), Legacy Room (32), and combined rooms (112) corroborated on The Vendry. Minimum guests, pricing, and named contact not published for this location."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,Entire 2nd Floor,private,250,300,,Audio/visual capabilities | Dedicated Sales Manager for menu selection and wine pairings | Bar 79 cocktail lounge | Outdoor patio | Full-facility buyout available for special events,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx,2026-09-12,"Banquet/reception figures per Visit Houston's Perry's River Oaks meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Seated figures for Prime Room (40), Legacy Room (32), and combined rooms (112) corroborated on The Vendry. Minimum guests, pricing, and named contact not published for this location."
Perry's Steakhouse & Grille,"1997 West Gray Street, Houston, TX 77019",River Oaks,https://perryssteakhouse.com/plan-an-event/,Full restaurant buyout,full buyout,,,,,,,,,,https://perryssteakhouse.com/plan-an-event/ | https://thevendry.com/venue/165928/perrys-steakhouse-grille-river-oaks-houston-tx,2026-09-12,'Facility Buy Out For Special Event' marked as available for this location per Visit Houston's meeting-facility listing (viewed via web search 2026-09-12; listing URL not returned by search tools). Capacity for a full buyout not published.
Eddie V's Prime Seafood,,Galleria,,,other,,,,,,,,,,,2026-09-12,"Eddie V's Prime Seafood has no Galleria location per public listings. Houston locations are CityCentre (12848 Queensbury Ln, 77024) and Kirby (2800 Kirby Dr, 77098). Rows below cover both, with capacities from Eddie V's official private-dining menu PDFs."
Eddie V's Prime Seafood,"12848 Queensbury Lane, Houston, TX 77024",CityCentre / Memorial,,Private Dining Room,private,110,150,,"Customized event menus | Specially requested wines | Flower arrangements | Audiovisual equipment | In-house bar and beverage service | 10,000 sq ft restaurant, rooms divisible into smaller spaces",,Private Dining Manager,,(832) 200-2380,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf | https://www.visithoustontexas.com/weddings/listings/eddie-v%E2%80%99s-prime-seafood-citycentre/26099/,2026-09-12,Eddie V's publishes no location-specific private-dining web page; capacities from its official CityCentre private-dining menu PDF. Email and minimums not published.
Eddie V's Prime Seafood,"12848 Queensbury Lane, Houston, TX 77024",CityCentre / Memorial,,Sonoma Room,private,40,55,,"Customized event menus | Specially requested wines | Flower arrangements | Audiovisual equipment | In-house bar and beverage service | 10,000 sq ft restaurant, rooms divisible into smaller spaces",,Private Dining Manager,,(832) 200-2380,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf | https://www.visithoustontexas.com/weddings/listings/eddie-v%E2%80%99s-prime-seafood-citycentre/26099/,2026-09-12,Capacities from Eddie V's official CityCentre private-dining menu PDF.
Eddie V's Prime Seafood,"12848 Queensbury Lane, Houston, TX 77024",CityCentre / Memorial,,Napa Room,private,56,70,,"Customized event menus | Specially requested wines | Flower arrangements | Audiovisual equipment | In-house bar and beverage service | 10,000 sq ft restaurant, rooms divisible into smaller spaces",,Private Dining Manager,,(832) 200-2380,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf | https://www.visithoustontexas.com/weddings/listings/eddie-v%E2%80%99s-prime-seafood-citycentre/26099/,2026-09-12,Capacities from Eddie V's official CityCentre private-dining menu PDF.
Eddie V's Prime Seafood,"12848 Queensbury Lane, Houston, TX 77024",CityCentre / Memorial,,Sonoma & Napa Rooms (combined),private,104,150,,"Customized event menus | Specially requested wines | Flower arrangements | Audiovisual equipment | In-house bar and beverage service | 10,000 sq ft restaurant, rooms divisible into smaller spaces",,Private Dining Manager,,(832) 200-2380,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf | https://www.visithoustontexas.com/weddings/listings/eddie-v%E2%80%99s-prime-seafood-citycentre/26099/,2026-09-12,Combined rooms; capacities from Eddie V's official CityCentre private-dining menu PDF.
Eddie V's Prime Seafood,"12848 Queensbury Lane, Houston, TX 77024",CityCentre / Memorial,,Front Patio,patio,30,50,,"Customized event menus | Specially requested wines | Flower arrangements | Audiovisual equipment | In-house bar and beverage service | 10,000 sq ft restaurant, rooms divisible into smaller spaces",,Private Dining Manager,,(832) 200-2380,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf,https://media.eddiev.com/en_us/images/marketing/ev-houston-citycentre-private-dining-menu.pdf | https://www.visithoustontexas.com/weddings/listings/eddie-v%E2%80%99s-prime-seafood-citycentre/26099/,2026-09-12,Outdoor space; capacities from Eddie V's official CityCentre private-dining menu PDF.
Eddie V's Prime Seafood,"2800 Kirby Drive, Houston, TX 77098",River Oaks,,Kipling Room,private,28,35,,"Customized event menus | Specially requested wines | Flower arrangements | Audiovisual equipment | In-house bar and beverage service | 10,000 sq ft restaurant, rooms divisible into smaller spaces",,Private Dining Manager,,(713) 874-1800,https://media.eddiev.com/en_us/images/marketing/ev-houston-kirby-private-dining-menu.pdf,https://media.eddiev.com/en_us/images/marketing/ev-houston-kirby-private-dining-menu.pdf,2026-09-12,Closest Eddie V's to the Galleria. Capacities from Eddie V's official Kirby private-dining menu PDF.
Eddie V's Prime Seafood,"2800 Kirby Drive, Houston, TX 77098",River Oaks,,Kirby Room,private,28,35,,"Customized event menus | Specially requested wines | Flower arrangements | Audiovisual equipment | In-house bar and beverage service | 10,000 sq ft restaurant, rooms divisible into smaller spaces",,Private Dining Manager,,(713) 874-1800,https://media.eddiev.com/en_us/images/marketing/ev-houston-kirby-private-dining-menu.pdf,https://media.eddiev.com/en_us/images/marketing/ev-houston-kirby-private-dining-menu.pdf,2026-09-12,Capacities from Eddie V's official Kirby private-dining menu PDF.
Fleming's Prime Steakhouse & Wine Bar,"2405 W Alabama St, Houston, TX 77098",River Oaks,https://www.flemingssteakhouse.com/promotions/private-dining,,other,,,,,,,,,https://media.eventective.com/4216480.pdf,https://www.flemingssteakhouse.com/promotions/private-dining | https://www.opentable.com/restaurant/profile/39940?ref=18578 | https://www.eventective.com/houston-tx/fleming-s-prime-steakhouse-wine-bar-houston-river-oaks-115458.html,2026-09-12,"The River Oaks location (2405 W Alabama St) is listed as PERMANENTLY CLOSED on both OpenTable and Tripadvisor (as of 2026-09-12); no per-room private dining details are published for any Houston Fleming's location. Brand-level private dining inquiry page and the 2025 events brochure (with sample hors d'oeuvres pricing, minimum 6 people) are linked. Remaining Houston locations: Beltway/Town & Country (Events & Catering (713) 827-1120 ext. 2) and The Woodlands; neither publishes room-level capacities online."
Mastro's Steakhouse,"At The Post Oak Hotel, Houston, TX",Uptown,https://www.mastrosrestaurants.com/private-events-houston/,The Boardroom,private,15,,,65-inch monitor; opulent crystal chandelier; traditional boardroom-style table; enclosed with a wine wall,,Ashley Holyfield,,713.993.2524,,https://www.mastrosrestaurants.com/private-events-houston/ | https://www.opentable.com/private-dining/restaurant/992836,2026-09-12,"Perfect for executive meetings, presentations, or private dinners. No F&B minimums, room fees, or event menu PDF published; no public event email."
Mastro's Steakhouse,"At The Post Oak Hotel, Houston, TX",Uptown,https://www.mastrosrestaurants.com/private-events-houston/,The Mastro's Rooms (combined),private,90,,,"Largest of the private rooms when combined; seats 30-90; latest technology; space for presentations, receptions, or intimate dinners",,Ashley Holyfield,,713.993.2524,,https://www.mastrosrestaurants.com/private-events-houston/ | https://www.opentable.com/private-dining/restaurant/992836,2026-09-12,"Combined maximum 90 seated. Individually reservable as Mastro's 1 (36) and Mastro's 2 (42). No F&B minimums, room fees, or event menu PDF published."
Mastro's Steakhouse,"At The Post Oak Hotel, Houston, TX",Uptown,https://www.mastrosrestaurants.com/private-events-houston/,Mastro's 1,private,36,,,One half of The Mastro's Rooms; latest technology,,Ashley Holyfield,,713.993.2524,,https://www.mastrosrestaurants.com/private-events-houston/ | https://www.opentable.com/private-dining/restaurant/992836,2026-09-12,Seated maximum 36.
Mastro's Steakhouse,"At The Post Oak Hotel, Houston, TX",Uptown,https://www.mastrosrestaurants.com/private-events-houston/,Mastro's 2,private,42,,,One half of The Mastro's Rooms; latest technology,,Ashley Holyfield,,713.993.2524,,https://www.mastrosrestaurants.com/private-events-houston/ | https://www.opentable.com/private-dining/restaurant/992836,2026-09-12,Seated maximum 42.
Mastro's Steakhouse,"At The Post Oak Hotel, Houston, TX",Uptown,https://www.mastrosrestaurants.com/private-events-houston/,The Terrace Room,private,36,,,Sliding wall of glass; adjacent to Terrace Patio for open-air feel; can reserve an area of the patio; ideal for receptions,,Ashley Holyfield,,713.993.2524,,https://www.mastrosrestaurants.com/private-events-houston/ | https://www.opentable.com/private-dining/restaurant/992836,2026-09-12,Seated maximum 36.
Mastro's Steakhouse,"At The Post Oak Hotel, Houston, TX",Uptown,https://www.mastrosrestaurants.com/private-events-houston/,Terrace Patio and Lounge,patio,36 (Terrace Patio) | 25 (Patio Lounge),65-90 (reception); 45 (Terrace Patio) | 40 (Patio Lounge),,Outdoor elegance; Terrace Patio combines with Patio Lounge for larger soirees,,Ashley Holyfield,,713.993.2524,,https://www.mastrosrestaurants.com/private-events-houston/ | https://www.opentable.com/private-dining/restaurant/992836,2026-09-12,Capacities as published: Terrace Patio 36 seated / 45 reception; Patio Lounge 25 seated / 40 reception; combined 65-90 reception.
